Tanggal,Tn,Tx,Tavg,RH_avg,RR,ss,ff_x,ddd_x,ff_avg,ddd_car
28-12-2022,23.8,31.6,28.2,78,0,0,7,290,3,W
29-12-2022,24,33.4,26.4,89,74.3,7.1,9,290,3,W
30-12-2022,24.2,28.6,25.8,91,2.7,0.8,7,350,2,C
31-12-2022,23.6,27,24.6,96,95.3,0,4,280,2,W
01-01-2023,23,29.6,26.7,83,137.6,0,8,290,4,W
03-01-2023,23.2,30.8,26.9,86,14.9,3.6,8,310,4,W
04-01-2023,25.2,31.4,27.7,82,0.2,3,9,290,5,NW
05-01-2023,24.2,31.6,27.7,83,2.2,6.3,7,280,3,W
06-01-2023,24.4,31,26.4,88,23.5,0,5,340,2,C
07-01-2023,24.2,31,27.2,87,15.3,6.2,4,350,1,C
08-01-2023,25.2,31,27.2,88,3.6,6.5,4,360,2,C
09-01-2023,25.2,31.4,28,84,0,5,7,360,2,C
10-01-2023,25.4,31.6,27.9,85,0,5.2,4,340,2,N
11-01-2023,25.4,32.2,28.3,85,1.5,5.3,7,350,2,N
12-01-2023,25,32.2,28.7,80,0,5.7,4,280,2,W
13-01-2023,24.6,31.8,27.4,86,0,9.4,4,280,2,C
14-01-2023,24,32,28.4,79,2.8,7.9,5,330,3,NW
15-01-2023,25.8,31.8,28.4,82,1,10.5,7,330,2,C
16-01-2023,23.6,32,28.1,85,13.8,5.5,7,330,3,W
17-01-2023,21,29.6,26.9,88,,7.4,7,240,1,C
18-01-2023,23.8,30,25.9,90,16.5,0,4,320,1,C
19-01-2023,24.2,31,26.9,88,23.2,0,6,320,2,C
20-01-2023,25.2,30,27.3,88,0,2.6,4,40,2,C
21-01-2023,25,31,27.6,86,0,1.1,6,340,2,C
22-01-2023,24.8,31,27.6,83,0,4.8,5,330,2,C
23-01-2023,25.2,31.2,26.7,89,1.5,7.2,4,340,2,C
24-01-2023,25,32,27.9,85,8.5,4.5,6,320,2,W
25-01-2023,25,30.2,26.4,90,8,5.9,5,260,2,W
26-01-2023,24.8,31.6,27.5,84,0.2,1.5,4,280,2,W
27-01-2023,24.8,30.2,26.7,90,11.5,2.7,6,280,2,C
28-01-2023,24.8,27.8,26,93,0.9,0,5,240,1,C
29-01-2023,23.6,30,26.4,90,4,0.9,9,330,3,W
30-01-2023,25,31.4,27.9,84,0,2,5,290,2,W
31-01-2023,25.4,31.6,27.3,88,0,1.9,5,310,1,C
01-02-2023,25,29.8,27,87,4.8,1.3,9,280,2,W
02-02-2023,25,30.2,26.5,91,0.6,2.2,5,280,2,W
03-02-2023,23.6,29.4,26.7,86,62.2,0,4,250,2,W
04-02-2023,24.8,31.2,27.2,87,0,1.1,5,260,2,C
05-02-2023,24.6,30.6,27.6,86,27.4,3.6,5,260,2,W
06-02-2023,25.4,30.8,27.4,85,0,1.5,5,320,2,C
07-02-2023,25.2,31.6,27.2,87,,2.1,7,320,3,W
08-02-2023,24.6,30,26.8,90,0.4,2.2,5,320,2,C
09-02-2023,25,31,27.2,89,3.6,1.2,6,290,3,W
10-02-2023,24.8,31.4,27.6,80,,4.4,5,280,3,W
11-02-2023,24,30.4,26.7,88,38.6,8,8,250,3,W
12-02-2023,24.6,31.6,28.1,82,7,2.5,8,280,3,W
13-02-2023,24.6,31,26.8,86,0,4.7,4,360,1,C
14-02-2023,24.6,31,26.7,88,1,5.1,6,290,2,C
15-02-2023,24.8,31.8,27.2,86,2.3,5.9,4,340,2,C
16-02-2023,24.6,31.2,26.4,87,1.9,4.2,7,30,2,C
17-02-2023,24.4,31,27.3,87,27.3,4.5,7,320,3,C
18-02-2023,25,31,26.6,88,2.2,4.8,5,290,1,C
19-02-2023,23.4,31,26.1,88,3.2,3.3,6,280,2,C
20-02-2023,24.4,31.2,26.9,86,17,8.6,5,350,1,C
21-02-2023,24.4,31.4,27.4,84,49,6.1,5,310,2,W
22-02-2023,24.8,30,26.7,86,15.5,8.8,5,300,3,W
23-02-2023,23.4,30.8,26.1,83,13.9,3.2,6,320,3,W
24-02-2023,24,31,26.7,86,13.1,2.7,9,270,4,W
25-02-2023,24.6,30.2,27.4,85,1.2,2.8,8,270,4,W
26-02-2023,24.6,31,26.5,89,6.5,2.5,10,300,4,W
27-02-2023,24.2,29.2,25.3,93,11.8,3.4,8,270,3,W
28-02-2023,23.6,30.4,25.4,92,48.9,1.5,9,270,3,W
01-03-2023,23,30.6,26,86,3.8,1.6,6,320,2,C
02-03-2023,24.4,28.2,24.9,94,13.5,2.7,5,290,2,W
03-03-2023,23.4,31,26.8,86,47.4,0.4,4,320,2,C
05-03-2023,24.4,31.4,27.4,83,28.3,6,7,290,3,W
06-03-2023,24.8,31.4,27.9,81,1.8,8.3,5,290,2,W
07-03-2023,25.2,31,27.7,84,0,7.5,5,340,2,C
08-03-2023,25,31.4,27.9,85,0,8.6,5,320,2,C
09-03-2023,25.6,31.4,27.9,83,8.5,4.4,5,290,2,C
10-03-2023,25,32,28.1,80,0,6,6,360,2,C
11-03-2023,25.6,32.6,28.5,79,0,8.7,5,350,2,C
12-03-2023,25.4,31.4,28.5,81,0,7.2,3,350,2,W
13-03-2023,24,31.2,27.4,80,0,7.4,7,340,3,N
14-03-2023,26,32.2,28.1,81,0,9.7,7,350,2,C
15-03-2023,23.8,31.8,27.8,81,7.4,6.6,5,20,2,C
16-03-2023,25.6,32.4,28.8,80,0,3.2,5,340,2,C
17-03-2023,25.6,32.2,28.4,80,0,6.2,6,340,2,C
18-03-2023,25,32.6,28,82,0,7.7,3,150,2,N
19-03-2023,25.2,33,29,80,0,7.1,6,350,2,N
20-03-2023,25.8,32,27.9,83,0,6.6,4,260,2,C
21-03-2023,24.2,33.4,27.9,81,8.1,6.6,4,45,2,NE
22-03-2023,25.4,32.2,28.4,79,0,5.1,5,350,2,N
23-03-2023,26,32.2,28.7,82,23.6,8.1,7,350,2,C
24-03-2023,25.2,32.4,28.8,79,0,10.4,5,280,2,C
25-03-2023,26.2,31.6,28.6,84,0,9.9,4,310,2,C
26-03-2023,24.8,31.8,28.4,82,0,5.8,5,280,2,W
27-03-2023,24.4,31.6,27.7,84,7.4,5.7,6,340,2,C
28-03-2023,25,31.2,27.6,85,1.2,5.7,5,350,2,C
29-03-2023,24.6,31.8,27.8,82,4.2,4.3,6,350,2,C
30-03-2023,25.4,32.2,28.6,79,0.6,5.1,6,340,2,NW
31-03-2023,25.4,32.2,27.9,83,0.2,4.2,4,340,2,C
01-04-2023,24.6,32,26.5,88,0,3.4,4,170,1,C
02-04-2023,24,31.6,26.8,82,13.3,2.6,4,360,2,C
03-04-2023,24.6,31.6,27.3,87,0,6.6,4,360,2,C
04-04-2023,24.6,31.6,28.1,80,9.2,8.5,5,350,1,C
05-04-2023,24.8,32,27.9,80,0,5.7,5,350,2,C
06-04-2023,25.6,32.2,27.7,83,0,9.6,6,320,2,C
07-04-2023,25,32.6,28.1,77,0,4.3,7,350,2,SW
08-04-2023,24.8,31.8,27.2,84,0,4.7,7,350,2,C
09-04-2023,24,31,27.7,84,9.4,6.9,5,340,2,C
10-04-2023,24.4,31.2,27.4,84,0,7.9,6,250,2,C
11-04-2023,24.6,31.4,28,82,5.4,4.9,5,350,2,C
12-04-2023,25.4,32.6,29.1,79,3.7,5.8,5,20,2,C
13-04-2023,25,32,28.1,83,9,0,3,320,0,C
14-04-2023,24.8,32.2,28.4,82,0,3.4,6,350,2,C
15-04-2023,24.8,33,29.1,77,0,6.6,5,320,2,NW
16-04-2023,24.6,32.2,29,77,0,6.6,5,320,2,NW
17-04-2023,26.4,32.2,28.9,80,0,5.7,5,10,2,N
18-04-2023,27,34.6,29.9,77,0,5.8,5,350,2,N
19-04-2023,27,34.8,30.1,74,0,7.3,4,350,2,N
20-04-2023,26.2,33.2,28.8,84,0,8.6,4,100,1,C
21-04-2023,25.8,33.2,29,82,,6.5,6,340,2,C
22-04-2023,26.4,34.2,29.4,77,2.8,5.3,7,340,3,C
23-04-2023,26.6,34.6,30.3,74,5.8,9.6,6,110,2,C
24-04-2023,27,34.2,29.8,74,0,9.4,6,130,3,C
25-04-2023,24.4,33.6,28.8,83,4,8.4,5,120,2,C
26-04-2023,25.4,33.4,29.2,81,21,8.1,5,40,2,N
27-04-2023,25.4,34.8,29.4,78,11.6,10.5,4,70,2,C
28-04-2023,25.2,33.2,29.4,80,0.2,6,5,310,2,C
29-04-2023,25,31.2,27.8,88,14,10.3,3,360,1,C
30-04-2023,25.6,32.2,28.7,80,0.5,3.9,5,30,2,C
01-05-2023,25.2,32.6,29.1,82,3.1,8.7,4,340,2,C
02-05-2023,24.8,33,28.5,83,0,6.3,6,340,3,N
03-05-2023,25.4,33.8,28.5,84,25.4,7.7,5,340,2,C
04-05-2023,25.4,33.6,29.6,78,22.4,4,5,340,2,C
05-05-2023,25.6,34.8,28,82,0,8.7,5,110,2,C
06-05-2023,25,33.8,28.9,84,28.7,8.8,5,360,2,C
07-05-2023,25,33.4,29.2,79,0,7.2,4,350,2,C
08-05-2023,26.2,33.2,29.3,81,0.6,7.7,5,340,2,C
09-05-2023,26.4,32.8,30.1,79,0,7.8,4,270,1,C
10-05-2023,27,34,30.4,71,0,3.8,6,70,4,E
11-05-2023,27.2,30.4,26.8,90,0,6.2,5,140,2,SE
12-05-2023,25.2,35,31.6,68,19.4,0,6,120,3,SE
13-05-2023,26.2,34,29.6,79,0,8.8,4,360,2,C
14-05-2023,22.2,33.5,30.5,64,0,6.4,4,170,2,C
15-05-2023,24,33.8,28.7,74,0,10,4,170,1,C
16-05-2023,23.6,33.4,28,72,0,7.9,6,45,2,C
17-05-2023,22,34.4,29.3,64,0,9.5,6,120,2,C
18-05-2023,23.4,34.2,29,67,0,9.5,5,40,2,SE
19-05-2023,25,33.8,28.9,68,0,8.6,4,80,2,E
20-05-2023,25.6,34.2,28.9,74,0,8.8,5,120,2,C
21-05-2023,25.4,34.2,29,77,0,8,4,130,2,C
22-05-2023,25,33.4,28.7,75,0,9.2,5,80,2,C
23-05-2023,24.8,33.4,28.5,76,0,9.6,6,30,2,C
24-05-2023,24.2,34,28.6,76,0,9.7,4,70,1,C
25-05-2023,24.2,35.2,29.1,74,0,8.4,7,90,2,C
26-05-2023,24.2,34,30.6,70,10.7,8.7,7,110,3,E
27-05-2023,26,33.6,29.7,72,0,9.5,6,300,1,C
28-05-2023,24.2,33,28.4,72,0,7.9,4,340,2,N
29-05-2023,24.2,33.6,30.3,65,0,9.9,4,40,2,N
30-05-2023,25.6,33.8,30.2,66,0.4,5.5,5,130,2,SE
31-05-2023,25,34.6,30.9,65,0.2,7.3,5,90,2,C
01-06-2023,24.8,34.4,28.4,74,0,8.1,5,350,2,C
02-06-2023,25,35.2,29.7,73,0,9.5,7,40,2,E
03-06-2023,24.4,34,30.9,71,0,10,5,340,2,C
04-06-2023,25.8,34.4,29.1,76,0,8.9,5,350,2,C
05-06-2023,25.4,33.6,28.7,81,19.8,7.8,4,120,2,C
06-06-2023,25.4,34.2,28.2,79,0,5.6,5,80,2,E
07-06-2023,25.2,33.6,30.5,69,33.6,6.9,4,110,2,E
08-06-2023,25.2,34.4,29.5,74,4.5,6,6,100,2,E
09-06-2023,25.2,34.8,29.3,76,0,10.1,6,110,2,C
10-06-2023,24,34.4,28.8,75,0,10.1,5,50,2,C
11-06-2023,24.4,35.2,29.3,76,0,10.2,5,130,2,C
12-06-2023,24.8,34.4,31.1,69,14.6,9,7,70,3,E
13-06-2023,26,33.6,29.5,74,0,8.3,4,90,2,E
14-06-2023,25.8,34.6,30.7,68,0,9.8,4,110,2,E
15-06-2023,24.8,33,30,67,0,9.2,4,110,2,C
20-06-2023,24.6,34,28.5,82,0.5,10.4,4,50,2,C
21-06-2023,25.4,35.2,29.3,77,0,8,6,130,2,C
22-06-2023,24,34.4,28.3,76,0,6.8,5,40,2,E
23-06-2023,25.2,32.8,28.5,76,0,9.4,5,110,2,C
24-06-2023,25,34.4,28.4,76,0,9,6,45,3,E
25-06-2023,24.8,33.8,27.6,82,0,8,5,360,2,C
26-06-2023,23.6,32,27.3,77,17,7.4,4,360,1,C
27-06-2023,25.2,33.4,28.6,79,0,6.3,5,10,1,C
28-06-2023,24.2,34.4,28.3,78,0,6.9,5,10,2,C
29-06-2023,24.4,34.4,28.9,80,0,7.2,4,300,1,C
03-07-2023,23.6,33.6,28,80,5,7.4,5,350,2,C
06-07-2023,24.6,33.8,28.7,75,0,5.6,5,100,2,C
07-07-2023,24.2,31.4,26.9,89,61.2,8.4,5,170,1,C
08-07-2023,25,32.6,27.8,83,3,3.9,5,80,1,C
09-07-2023,24.6,33.8,28.6,78,0,4.7,5,70,3,E
11-07-2023,24.8,32.4,28.2,76,0,10.2,6,50,2,C
12-07-2023,22.4,34.2,27.1,82,32.8,9.6,5,340,1,C
16-07-2023,24.4,33.4,28.4,75,0,9.1,3,350,1,C
17-07-2023,23.2,34,28.2,64,0,7.2,5,150,2,C
19-07-2023,21.6,34.2,27.1,72,0,10,8,45,2,C
20-07-2023,21.8,34.8,27.2,69,0,9,6,110,3,E
21-07-2023,22.2,33.8,27.9,69,0,10.5,5,110,1,C
22-07-2023,23,34.6,27.6,66,0,8,8,60,2,E
23-07-2023,24.2,34.2,28.4,72,0,10.1,5,100,2,E
24-07-2023,24,33.2,28,74,7.2,6.4,4,80,2,C
25-07-2023,24.4,33.6,28.4,76,0,7.6,6,90,2,E
26-07-2023,24,34.8,28,70,0,8.3,5,45,2,C
27-07-2023,22.2,33.8,27.2,64,0,9.5,5,50,2,C
28-07-2023,22.2,33.8,27.9,72,0,10.5,5,340,2,C
29-07-2023,22.4,34.8,27.3,71,0,9.5,5,130,2,C
30-07-2023,24,34.6,27.5,67,0,9.8,7,110,3,E
31-07-2023,21.4,34.6,27.7,70,0,9.1,5,100,2,C
04-08-2023,23.8,35.2,29,71,0,9.1,4,140,2,C
05-08-2023,22.4,35.2,28.5,70,0,9.3,5,350,2,C
06-08-2023,24.2,34.6,28.6,71,0,10.2,4,340,2,C
07-08-2023,24,35.2,28.8,72,0,8.6,5,150,2,C
08-08-2023,23.4,33.6,28.2,75,28.7,9.8,4,120,2,N
09-08-2023,24.4,33.6,28.1,71,0,9.8,5,330,2,C
10-08-2023,24.6,33.4,28.1,74,0,8.9,6,290,3,NW
11-08-2023,20.8,33.2,26.3,70,0,9,6,320,2,C
12-08-2023,20.8,34.6,27.7,61,0,9.9,5,130,2,C
13-08-2023,20.6,34.2,27.9,72,0,8.8,7,110,3,C
14-08-2023,22.8,35,28.1,70,0,10,5,120,2,C
15-08-2023,24,34.8,27.8,70,0,9.8,7,320,2,NW
16-08-2023,22,34.2,27.4,71,0,9,6,340,2,C
17-08-2023,22.2,34.2,28,66,0,9.8,7,104,2,SE
18-08-2023,22,33.6,27.9,68,0,10,5,20,2,NW
19-08-2023,23.6,34.8,28.2,68,0,8.6,6,200,2,C
20-08-2023,25,35.2,30,60,0,10.4,7,140,3,E
21-08-2023,23.8,35.2,28.7,66,0,9.5,6,110,2,C
22-08-2023,25.2,35.2,29.1,68,0,9.9,6,100,3,E
23-08-2023,23.8,35.4,28.6,68,,9.6,5,320,2,C
24-08-2023,24.2,36,29.2,66,0,9.8,6,100,3,E
25-08-2023,24.2,35.4,28.8,71,0,10,6,340,2,NE
26-08-2023,25.2,33.6,28.9,70,0,10,6,320,3,C
28-08-2023,22.2,35,28.1,68,0,9.2,5,100,2,E
29-08-2023,25,35.6,29.3,62,0,9.8,7,350,3,E
30-08-2023,24.4,35.2,29.2,61,0,9.7,7,80,2,E
31-08-2023,24.8,35,29,70,0,10.1,7,340,3,C
01-09-2023,22.4,34.2,28.3,72,0,9.6,7,360,3,N
02-09-2023,22.8,34.6,27.9,65,0,10.1,6,100,3,C
03-09-2023,22.4,34.4,28.5,65,0,9.5,6,140,4,E
05-09-2023,22.2,36.2,28.8,62,0,9.8,7,340,3,E
06-09-2023,22.4,34.2,28.1,67,0,10,5,350,2,N
07-09-2023,23,34,28.8,69,0,9.1,5,340,2,C
08-09-2023,24,35.2,28.7,72,0,9.5,5,30,2,C
09-09-2023,22,35.6,28.6,62,0,9,5,80,2,E
10-09-2023,23.6,36,28.9,65,0,11.1,4,100,2,C
11-09-2023,23.4,36.6,30.1,62,0,9.9,4,360,1,C
12-09-2023,24,37.2,30,70,0,9.8,6,330,2,E
13-09-2023,23.6,35.8,29.5,71,0,10.1,6,30,3,C
14-09-2023,25.4,36,30.2,66,0,9.5,8,140,2,C
15-09-2023,22.8,36.4,28.8,68,2.8,8.7,6,360,2,C
16-09-2023,25.2,35.2,29.5,72,2.2,10.1,5,60,2,C
17-09-2023,26.2,35.6,29.7,71,0,9.9,5,30,3,E
18-09-2023,25.4,35.2,30.1,69,0,4.4,6,340,3,N
19-09-2023,23.2,36,28.9,68,0,7.7,6,80,2,N
20-09-2023,24.4,36.4,29.3,68,0,9.3,6,120,3,N
21-09-2023,24.8,37.2,29.4,65,0,9.8,5,100,2,C
22-09-2023,22.2,35.8,29.3,64,0,9.5,7,280,2,C
23-09-2023,23.4,35.8,29.5,61,0,9.1,5,360,3,N
24-09-2023,22.6,36.8,29.6,65,0,9.9,9,350,4,E
25-09-2023,24.8,38,30.4,64,0,10.2,5,100,3,E
26-09-2023,22,37.8,29.6,59,0,9,7,350,3,C
27-09-2023,22.2,37.8,30,62,0,10.3,5,80,2,C
28-09-2023,24.2,37.8,30,68,0,10.4,5,360,2,C
29-09-2023,25.2,38,30.4,66,0,10.6,5,320,2,NW
30-09-2023,25.2,37.4,29.5,69,0,10,7,90,3,C
02-10-2023,24,36.7,30.1,66,0,10.1,6,120,3,SE
03-10-2023,24.2,34.8,29.7,66,0,8.3,6,350,2,N
04-10-2023,25.2,37.2,30.8,65,0,8.9,6,350,3,W
05-10-2023,24.8,35.8,29.8,72,0,10.3,7,10,2,C
06-10-2023,25.2,38.6,30.9,66,0,10.6,7,100,3,C
07-10-2023,25,37,30.6,67,0,10.5,7,300,3,C
08-10-2023,25.6,37.8,31.2,62,0.2,9.5,5,90,3,E
10-10-2023,25.2,35.8,29.9,74,0,10,6,130,4,W
11-10-2023,25.8,35.6,30.3,72,0,9.3,7,340,2,C
12-10-2023,26,38,30.6,66,0,9,8,360,2,E
13-10-2023,25.8,35.2,30.1,67,0,9.8,5,320,2,N
14-10-2023,24.4,37.2,30.3,70,11.4,8.8,5,60,2,E
15-10-2023,26.6,37.4,32.4,52,0.6,8.6,6,100,3,E
16-10-2023,26,37.4,31.6,64,0,10.1,6,100,2,C
18-10-2023,24,38.2,30.8,58,0,10.2,8,100,3,C
19-10-2023,24.8,35.2,30.7,62,0,9.9,6,20,3,W
20-10-2023,25.6,37.8,31.4,60,0,9.8,8,330,3,W
21-10-2023,26,33.8,30.4,70,0,8.6,3,280,1,C
22-10-2023,26.8,35.8,30.6,70,0,8.6,4,330,2,C
24-10-2023,27,34.2,29.8,70,,6.3,6,330,3,NW
25-10-2023,23.8,36,29.8,71,5.7,6.1,6,310,2,N
26-10-2023,24.2,35.8,30,72,6.4,8.3,5,350,2,C
27-10-2023,25.8,38.2,31.2,62,0,9.6,5,70,2,SE
28-10-2023,24.2,38.8,31,60,0,9.6,6,90,2,C
29-10-2023,25,38.2,31.4,60,0,10.9,7,70,2,C
30-10-2023,25.4,37,32.1,61,0,10.7,4,360,2,C
31-10-2023,26,36.8,32.1,62,0,10.3,6,30,3,C
01-11-2023,26.2,37,31.6,64,0,8.7,6,300,2,C
02-11-2023,27,35.6,32.2,61,0,6.7,6,360,2,N
03-11-2023,25.2,37.2,31.5,63,0,9.9,6,360,3,C
04-11-2023,25.2,34.6,30,74,2.1,8.8,5,340,2,C
05-11-2023,25,36,31.2,69,2.8,5.8,6,360,2,C
06-11-2023,26.6,35.4,31.6,68,0,7.3,5,360,2,W
07-11-2023,26.2,36.4,31.8,61,0,9.5,6,340,2,C
08-11-2023,26.4,35,31.7,66,0,9.1,6,320,2,N
09-11-2023,26.4,35.4,30.4,70,0,10.2,6,100,2,C
10-11-2023,23.4,34.8,30.4,72,10,8,5,280,2,C
11-11-2023,26,35.4,30.8,70,2.4,8.3,5,330,2,C
12-11-2023,25.2,36.4,31.6,64,6.4,8.6,6,20,2,C
13-11-2023,26.2,35.6,31.2,69,2.6,8.4,4,40,2,N
14-11-2023,27.2,36.4,30.9,70,0.6,6.8,7,40,3,E
15-11-2023,25.4,34.6,30.9,71,23,5,4,240,1,C
16-11-2023,26.8,34.4,30.8,73,0,8.6,4,260,1,C
17-11-2023,25.6,34,30.8,74,22.5,6.1,5,270,2,C
18-11-2023,25.8,35.2,31.9,65,0,6.8,3,290,1,N
19-11-2023,25.8,35.4,31.6,62,0,8.6,5,290,2,N
20-11-2023,26,35.6,31.5,67,0,8.6,6,280,2,W
21-11-2023,25,36.2,31.4,70,29.7,10.1,6,350,2,C
22-11-2023,25.2,37.2,31.9,65,3.4,8.9,6,110,2,C
23-11-2023,24.2,31.6,29.3,84,27.4,9,4,280,1,C
25-11-2023,24.2,32,28.3,82,38,6.1,8,360,2,C
27-11-2023,24.8,33.4,30,73,0,6.7,5,350,3,N
28-11-2023,23.6,30.8,28.6,82,34.9,4.4,3,350,1,C
29-11-2023,25.4,33.8,30,71,0,0.4,6,210,2,C
30-11-2023,25.8,35.6,30.6,72,10.4,1.7,5,90,2,C
01-12-2023,26.2,28.8,26.1,91,0.2,7,3,260,1,C
02-12-2023,23.8,32,29,80,51,0,4,360,1,C
03-12-2023,25.2,34.8,29.2,79,2.8,4.8,4,270,2,C
04-12-2023,24,33.6,28.8,79,67,6.7,5,360,2,N
05-12-2023,24,32.4,29.6,77,7.2,2.9,4,230,1,C
06-12-2023,25.4,32.2,29.6,78,3.9,8.5,5,340,1,C
07-12-2023,26.4,32.8,29.9,76,0,4.9,5,350,2,W
08-12-2023,25.6,32.8,29.8,75,0.6,4.7,5,20,2,C
09-12-2023,26.2,32.4,30,77,0,6.2,3,340,1,C
11-12-2023,25.4,34.4,31,70,1,1,5,360,2,C
12-12-2023,25,33.6,30.9,66,0,9.8,4,360,3,NW
13-12-2023,25.6,33.2,30.4,71,0,10.9,5,350,2,N
14-12-2023,26.6,33.4,30.9,68,0,8.1,4,340,2,C
15-12-2023,26.6,33.6,30.6,68,0,5.8,5,350,2,C
16-12-2023,26,33.8,30.9,71,0,9.3,3,10,2,C
17-12-2023,26,33.8,30.9,68,0,10.2,6,330,2,C
18-12-2023,25.6,33.6,31.2,67,0,9.1,6,360,2,C
19-12-2023,25.8,33.8,30.9,65,0,8,4,260,2,C
20-12-2023,25.6,33.8,30.5,66,0,8.4,4,360,1,C
21-12-2023,24.6,33.2,30.5,65,0,9.1,5,290,2,C
22-12-2023,25.4,33.6,31.2,66,0,10.1,5,320,2,C
23-12-2023,26,36,31.8,62,1.5,10.2,5,340,2,C
24-12-2023,26,33.6,31.2,68,0,10.5,5,310,2,C
25-12-2023,25.6,32.2,28.4,80,6.2,9,6,360,1,C
26-12-2023,25.6,33.4,29.8,70,,1,4,330,1,C
27-12-2023,26,34,30.9,69,2.2,2.3,6,340,2,N
28-12-2023,26.8,36.4,30.5,72,0.2,6.5,10,20,2,C
29-12-2023,25.4,36,31.5,69,12.2,6.5,4,40,2,C
30-12-2023,24.2,33.2,30,74,97.8,8.4,5,350,2,C
31-12-2023,25.8,33.4,30,78,0,7,4,340,2,N
